game_url,end_time,end_date,white_username,white_rating,white_result,black_username,black_rating,black_result,time_class,time_control,rules,rated,white_accuracy,black_accuracy,my_username,my_color,my_rating,opponent_username,opponent_rating,my_result,opponent_result,rating_diff,eco,eco_code,opening_name
https://www.chess.com/game/live/125745775,1304470888,2011-05-04 01:01,ChessGod,1860,checkmated,tactics2,1857,win,bullet,60,chess,True,,,ChessGod,white,1860,tactics2,1857,checkmated,win,3,https://www.chess.com/openings/Birds-Opening-1...c5-2.Nf3-Nf6,A02,
https://www.chess.com/game/live/125746161,1304470992,2011-05-04 01:03,tactics2,1849,timeout,ChessGod,1868,win,bullet,60,chess,True,,,ChessGod,black,1868,tactics2,1849,win,timeout,19,https://www.chess.com/openings/Sicilian-Defense-Smith-Morra-Gambit-Declined-Push-Variation-4.Bxd3-Nc6-5.Nf3,B21,
https://www.chess.com/game/live/125746549,1304471133,2011-05-04 01:05,ChessGod,1868,win,queensgambite,1707,timeout,bullet,60,chess,False,,,ChessGod,white,1868,queensgambite,1707,win,timeout,161,https://www.chess.com/openings/Budapest-Gambit,A51,
https://www.chess.com/game/live/125746984,1304471293,2011-05-04 01:08,queensgambite,1707,timeout,ChessGod,1868,win,bullet,60,chess,False,,,ChessGod,black,1868,queensgambite,1707,win,timeout,161,https://www.chess.com/openings/Old-Benoni-Defense-2.dxc5,A43,
https://www.chess.com/game/live/125772115,1304478010,2011-05-04 03:00,ChessGod,1868,win,BobbyBrown,1637,timeout,bullet,60,chess,False,,,ChessGod,white,1868,BobbyBrown,1637,win,timeout,231,https://www.chess.com/openings/English-Opening-Agincourt-Defense-2.g3-d5-3.Bg2-Nf6,A13,
https://www.chess.com/game/live/125772569,1304478325,2011-05-04 03:05,ChessGod,1746,win,INKOSI,1596,resigned,blitz,180,chess,True,,,ChessGod,white,1746,INKOSI,1596,win,resigned,150,https://www.chess.com/openings/Reti-Opening-Reti-Gambit-Declined-Advance-Variation-3.g3-Nc6-4.d3-e5-5.Bg2,A09,
https://www.chess.com/game/live/125773667,1304478451,2011-05-04 03:07,hgarjur,1859,win,ChessGod,1868,checkmated,bullet,60,chess,False,,,ChessGod,black,1868,hgarjur,1859,checkmated,win,9,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Classical-Variation-2.Bb2,A01,
https://www.chess.com/game/live/125774147,1304478592,2011-05-04 03:09,ChessGod,1868,win,hgarjur,1859,checkmated,bullet,60,chess,False,,,ChessGod,white,1868,hgarjur,1859,win,checkmated,9,https://www.chess.com/openings/Birds-Opening-1...g6-2.Nf3-Bg7,A02,
https://www.chess.com/game/live/125774804,1304478771,2011-05-04 03:12,ChessGod,1877,win,sweetness689,1888,timeout,bullet,60,chess,True,,,ChessGod,white,1877,sweetness689,1888,win,timeout,-11,https://www.chess.com/openings/Birds-Opening-Dutch-Variation-2.Nf3,A03,
https://www.chess.com/game/live/125775240,1304478923,2011-05-04 03:15,sweetness689,1880,timeout,ChessGod,1885,win,bullet,60,chess,True,,,ChessGod,black,1885,sweetness689,1880,win,timeout,5,https://www.chess.com/openings/Sicilian-Defense-Four-Knights-Variation-6.Bg5,B45,
